"CYP51A1","HS3ST1","SLC25A13","AASS","CHDH","AGPS","MRI1","HEXB","GALC","OAT","PFKP","ASNS","PLD1","PGM1","AKR1B1","SMOX","CERS4","PHGDH","XYLB","PTGS1","PLA2G3","CERK","NME3","NME4","SLC7A5","XYLT1","FAH","SQLE","GALK1","ALDOC","AADAT","SC5D","CHPT1","ENO2","GNPDA1","HGD","DHCR24","AGMAT","B4GALT2","B4GALT6","GDA","PPP1R3C","EPHX2","CHST3","PFKFB2","CHPF","HS3ST3B1","NT5C","ASL","SGPP1","IDUA","MPST","IVD","DCTD","CDO1","GAMT","ASS1","BHMT2","PSAT1","GLUL","HS6ST1","PAOX","QDPR","HK1","ST3GAL2","CBR1","HK2","ALDH4A1","CBS","GYG1","ALDH7A1","CRYL1","GPT2","CKB","TK2","ENTPD3","CERS6","HPSE","PC","CHST2","GPX2","B3GNT3","SLC36A4","NQO1","SGSH","PYCR1","NAT8L"
4.983221651,0.014355293,4.083213368,5.451870479,0.014355293,4.733354341,4.730639956,5.852997588,0.084064265,5.41987593,6.306699707,5.762880293,0.028569152,5.206721357,7.840652056,2.039138394,4.307428525,8.465607216,2.100977648,0.263034406,0,4.488000771,4.792334806,6.92552477,7.304328503,4.125155131,3.270528942,5.794155898,5.189429246,5.786596362,0,4.691534165,3.925049965,4.962549023,1.86393845,0.097610797,0.622930351,0.097610797,4.710393192,1.879705766,0.056583528,0.056583528,0.084064265,0.056583528,0.028569152,0.22650853,2.632268215,3.19061486,5.161484639,2.933572638,2.983677695,5.976363636,5.495055528,6.169323753,0,5.035183997,6.576068579,0.028569152,7.699884729,7.785158177,4.687060688,2.711494907,4.910252963,4.73714592,3.269033146,4.503984704,5.13873257,5.346956889,5.734980523,4.125155131,0.367371066,3.189033824,6.376255649,2.475084883,2.543495883,0.028569152,4.500164679,0.028569152,3.69265037,6.794415866,0.432959407,0.111031312,0.124328135,2.414135533,0.097610797,6.118525849,0.014355293
5.635464198,0,3.224966365,3.100977648,0.014355293,5.791814071,4.239550797,5.790772038,3.792855352,6.170125362,7.466463984,8.076655289,3.951401292,5.847245307,6.961623328,4.821710215,0.773996325,9.269009762,2.879705766,3.303050085,1.545968369,4.985955755,4.684257705,7.675957033,8.167267596,4.738767837,6.711632562,7.249540152,5.442280035,4.173127433,0.59454855,3.967168608,5.100557221,4.725741157,4.873813198,0.604071324,6.694183743,0.042644337,5.793115555,0.042644337,0.111031312,1.007195501,4.402585758,3.523561956,0.713695815,1.432959407,3.142413438,5.290571851,4.266786541,0.485426827,3.078951341,5.330916878,6.004051885,6.963936452,0.028569152,6.102448178,9.044394119,0.097610797,8.872613324,8.918117851,4.847996907,1.350497247,4.64385619,6.708739041,3.931683057,6.314877757,6.084064265,3.371558863,8.292827753,5.436628267,3.820689561,4.338424415,7.043628851,7.462788534,3.498250868,0.097610797,4.507160349,5.369466484,3.891419187,0.333423734,0.464668267,0.028569152,3.548436625,4.787118983,0.941106311,7.608809243,2.64385619
3.404630684,0.028569152,1.622930351,3.709290636,0.014355293,4.821710215,4.072963272,6.032321287,0.042644337,4.688180359,6.425425735,6.055499366,1.948600847,5.211790976,7.334943631,5.196921734,3.810443104,8.825785627,3.019701914,0.748461233,0,4.910732662,2.182692298,7.726354417,8.242745397,0.495695163,5.053111336,4.909773104,4.859969548,4.834407842,3.331991778,4.185866545,5.216842843,7.50422312,5.582254908,0.516015147,5.982765463,0.042644337,4.08491466,3.35473424,0,0.014355293,7.910013053,1.555816155,3.243364426,3.785550552,2.464668267,5.565292521,3.566815154,3.680324357,3.56924803,5.502394256,5.629065137,6.242602506,0.028569152,4.878234879,9.497532533,0.310340121,8.290525775,9.135093605,5.221103725,0.389566812,4.496973581,5.119356177,4.000901403,0.344828497,3.767654798,3.363171077,6.975217457,4.042644337,0.070389328,5.323370069,5.812241495,5.64990282,5.058749412,0.070389328,4.49441561,1.682573297,3.966245873,3.670160514,0.5360529,0.084064265,4.316869805,3.476381688,3.802193217,6.481072857,3.280956314
6.884231584,0.516015147,4.165911939,1.794935663,3.592158002,5.37086174,3.878725341,6.326609251,5.606442228,6.06608919,5.954661621,8.588377343,2.933572638,4.057450272,1.007195501,4.635754391,0.056583528,2.682573297,2.925999419,0.613531653,1.117695043,4.058316496,4.989139007,1.459431619,8.693696029,1.786596362,4.012568674,6.402074074,2.622930351,4.804260116,0.056583528,4.453517579,5.384740587,3.206330648,5.62497818,6.782801688,6.365972428,2.169925001,4.61176256,0.5360529,4.824767853,0.084064265,4.605257263,0.163498732,4.730096466,4.875288598,0,5.777419716,5.437960088,4.583759754,3.028569152,5.294620749,5.695715489,6.410748128,0,0.250961574,6.395576977,0.163498732,8.743151394,3.438292852,2.835924074,0.545968369,5.374691752,5.334854269,1.021479727,6.871350841,5.06608919,4.546585829,0.298658316,5.513174885,0.150559677,4.269781238,6.232660757,3.411426246,4.316145742,0.097610797,5.604664415,4.111865964,2.608809243,0.014355293,10.4472899,4.922673593,4.196921734,11.68593139,4.502075956,7.637639225,0.056583528
5.522934561,1.321928095,5.801676029,3.879705766,3.051372102,4.887037791,5.034743949,7.482444969,2.389566812,6.071033244,6.190812368,7.444269502,3.475084883,6.076601849,7.048105374,3.5360529,2.689299161,8.476543706,2.881664619,0.333423734,1.333423734,5.220329955,5.132988043,6.643567622,7.284199472,0.584962501,4.708739041,5.56924803,4.92314918,1.910732662,4.43629512,4.539158811,4.001802243,4.00270252,5.856736756,4.488000771,6.353323291,1.214124805,5.247547807,1.773996325,4.683696454,0.042644337,3.288358562,4.365972428,2.996388746,6.089371028,0.526068812,4.606442228,4.896271849,3.524815928,2.140778656,5.590063019,5.705148528,5.875042803,0,5.878480131,7.232181058,0,8.22602678,8.573836505,7.324270572,2.09085343,4.505255801,4.719731057,3.734438666,6.362995812,2.891419187,3.56193706,7.771951586,5.661635602,7.363871925,5.841218374,5.407352751,6.600210274,4.13996057,0.014355293,1.176322773,2.392317423,2.50589093,3.473786912,0.807354922,0.722466024,0.176322773,7.849061003,5.200457271,7.116863758,3.464668267
5.56924803,0.014355293,4.066950244,4.089159132,0.731183242,5.355439197,3.326249701,5.776630423,2.589763487,6.86950131,7.126910926,4.92552477,1.570462931,5.48123435,7.989195787,3.963474124,0.432959407,6.399683809,3.121015401,0.111031312,0.056583528,5.483170853,5.311793718,6.403267722,6.473624583,0.028569152,3.491853096,5.826294245,4.171527106,5.934280594,3.436961338,4.691534165,4.824258697,7.416333089,5.941106311,0.084064265,7.441367278,2.543495883,5.266786541,2.790772038,0.124328135,0.765534746,0.163498732,3.485426827,2.111031312,6.187253086,0.847996907,5.709290636,4.593951284,3.687060688,2.316145742,5.14689956,5.313245852,6.116655862,0,4.03562391,1.98550043,0.176322773,6.498410449,6.09529152,4.114367025,1.922197848,5.754620312,6.623808348,3.680324357,6.711907833,5.087038457,4.872336288,6.138937309,5.339493738,5.619413011,2.970853654,5.388878339,4.802710219,3.931683057,0.014355293,3.435628594,1.879705766,3.568032105,2.283921772,1.565597176,0.084064265,4.22881869,5.743622676,4.778208576,6.543650538,3.735522177
5.739578112,1.613531653,3.963474124,1.021479727,4.102658131,5.813781191,3.864928972,6.90833257,0.014355293,6.238595812,5.912410354,8.133810091,3.097610797,4.759688488,0.910732662,3.498250868,0.111031312,7.615151418,3.341985747,1.13093087,1.891419187,0.286881148,5.269781238,4.910732662,7.253043795,2.40599236,4.067810784,5.203984166,4.297925053,4.636334602,2.815575429,4.967168608,4.469885976,3.812498225,5.28798935,4.006298024,6.633576519,4.032982417,4.718087584,2.543495883,3.941106311,0.014355293,4.791814071,0.028569152,3.752748591,5.555509427,0.111031312,5.999323578,5.722739236,3.438292852,3.272023189,6.38387706,5.860217925,6.216066783,0.028569152,0.22650853,8.829786149,0.263034406,8.036228571,6.795974694,3.137503524,1.124328135,5.51696066,4.639232163,2.533563348,7.18070484,5.170325694,4.634012356,1,3.770829046,4.3652726,6.162894799,6.484782623,5.239550797,3.198494154,0.028569152,4.993221467,1.250961574,2.739848103,0.014355293,9.384870072,4.628190335,2.488000771,9.040755473,4.372952098,7.744295669,0.056583528
1.967168608,0.014355293,0.286881148,3.906890596,0.028569152,4.739308071,4.510329019,4.438292852,0.042644337,5.438625538,6.164504726,5.381283373,0.042644337,3.250961574,7.163498732,3.676944359,1.641546029,8.157599574,2.060047384,0.028569152,0,4.98230913,2.786596362,6.078524445,7.702657543,0.22650853,3.57167681,4.917909074,4.861459166,3.945794957,1.687060688,3.733354341,0.86393845,6.958494716,5.140778656,0.40053793,1.510961919,0.070389328,3.744161096,3.252476214,0.097610797,0.056583528,4.017921908,0.042644337,2.565597176,3.326249701,2.46727948,5.46760555,3.326249701,3.171527106,3.845991771,0.321928095,5.279842694,5.097189387,0.070389328,5.50589093,6.855366853,0.22650853,7.332886917,9.064042126,5.202809492,0.963474124,4.408032466,4.450221496,3.66448284,3.392317423,3.921245889,2.319039816,6.004726094,0.659924558,1.176322773,3.642701572,4.000901403,3.909773104,3.860962798,0.028569152,4.225737653,0.516015147,3.584962501,1.286881148,0.713695815,0.097610797,3.500802053,2.891419187,0.678071905,6.336104825,0.632268215
4.828834649,2.319039816,3.521050737,0.641546029,2.477677328,4.969933275,3.806324057,6.820689561,5.116863758,5.199672345,5.868390453,6.223615617,2.998195503,3.049630768,4.311793718,3.0721058,0.201633861,5.920055055,2.03562391,0.263034406,0.014355293,3.458119481,3.959770155,4.493134922,6.384913231,2.56315813,4.038260575,5.598424761,3.195347598,2.257010618,1.941106311,4.382667253,4.865423978,2.788685711,5.478971805,2.821710215,5.64096791,2.94673086,3.582556003,1,3.897240426,0.084064265,2.675815931,3.012568674,2.361768359,5.627315001,0.070389328,5.593054922,4.688739868,2.939226578,3.155425432,4.331991778,3.7322692,5.373300197,0.028569152,0.5360529,8.999774561,0.056583528,4.737686761,4.407352751,2.671293372,1.827819025,4.128458384,2.198494154,2.12763328,5.752481004,3.423578171,1.550900665,3.77925972,4.338424415,4.039138394,5.23457796,3.775050541,4.63284983,2.87774425,0.028569152,4.375734539,0.678071905,1.948600847,0.111031312,8.578032972,4.444269502,2.269033146,7.160274831,2.976363636,6.088947205,1.007195501
4.600507645,0.014355293,4.040015679,0.367371066,1.021479727,5.198886991,4.073820233,5.405652061,4.643278996,6.328226119,7.232372956,5.444600814,1.333423734,4.904002316,7.503746248,1.3950628,4.677508242,6.893362211,2.857980995,1.244887059,0.028569152,4.842476063,4.241077458,1.124328135,6.331633567,4.408711861,5.665051614,6.148324042,4.824767853,4.155425432,0.042644337,3.830863757,4.206330648,4.15704371,3.74092756,0.124328135,6.870734594,2.959770155,4.250961574,2.9800253,0.028569152,0.163498732,4.182692298,0.163498732,2.03562391,3.850999395,3.996388746,5.789990019,4.755421735,2.797012978,3.392317423,5.153805336,5.456477629,6.712183051,3.428946345,5.196528361,1.555816155,0.084064265,0.731183242,8.047396608,3.548436625,1.790772038,4.871350841,5.890933022,3.377123749,6.936873462,4.771885579,2.066950244,1.327687364,5.718635616,0.40053793,2.253989266,1.070389328,4.15704371,3.346247774,0.014355293,2.972692654,0.042644337,3.522306893,3.258518925,0.163498732,0.163498732,2.9202933,5.808385051,1.970853654,6.381110294,2.204766751
6.244887059,0.014355293,5.060047384,3.628773595,0.056583528,5.382321407,4.333423734,7.34553831,4.217230716,6.493935486,7.883987308,7.055282436,1.438292852,6.394719913,7.160274831,3.94204526,0.584962501,7.045049741,2.066950244,0.111031312,0.014355293,4.394376945,3.404630684,7.756956552,5.620879611,3.303050085,3.519793486,5.891419187,3.682573297,1.589763487,3.488000771,5.253611152,6.215290306,7.982252078,6.261342756,0.176322773,6.335926241,0.028569152,5.65047737,4.393004257,0.310340121,3.693765712,1.007195501,4.173926932,1.09085343,4.050501697,1.5360529,0.545968369,4.557042415,4.343407822,2.060047384,4.888012585,4.646162657,6.383531504,0.014355293,0.22650853,0.622930351,0.028569152,6.608365723,4.106013238,2.495695163,0.014355293,4.478324711,2.634593268,2.871843649,6.114158769,6.822220272,3.420886575,4.659924558,5.339137385,6.501598374,4.056583528,3.641546029,4.121015401,3.554588852,0.028569152,3.678071905,1.613531653,4.803227036,1.871843649,0.545968369,0.056583528,4.18030702,7.337443505,4.03562391,6.021257621,2.648465443
5.669310286,0.263034406,4.782408565,0.137503524,0.097610797,4.83541884,3.757023247,7.020591095,2.925999419,6.231701199,6.390254956,3.044394119,0.411426246,5.915759896,3.541019153,1.007195501,3.760220946,1.839959587,2.944858446,3.272023189,0.056583528,3.564378169,4.959770155,7.010891706,6.400367146,2.582556003,6.742410497,6.84323015,5.045705065,1.89917563,0,3.981852653,5.671859468,2.384049807,6.348905161,0.422233001,1.526068812,1.367371066,4.536674618,0.495695163,0.189033824,0.137503524,0.111031312,0.189033824,2.513490746,1.03562391,2.707082992,4.942983598,6.350850805,0.669026766,3.253989266,5.547511524,5.76420813,6.451540833,0.056583528,4.834407842,1.389566812,0.150559677,1.411426246,9.60940039,2.731183242,0.86393845,5.51916445,5.266036894,3.956985925,4.911691582,5.262282806,4.135042286,1.89917563,6.978882028,1.883620816,4.43629512,3.606442228,5.508111681,3.622930351,0.014355293,3.266036894,3.294253136,3.795974694,0.963474124,0.910732662,0.163498732,3.763411574,4.397118409,0.344828497,5.487357715,1.070389328
5.302319051,0.056583528,2.599317794,2.742006211,0.321928095,4.604664415,5.152589069,7.743622676,2.44625623,6.352087578,8.120808102,5.50589093,2.531069493,6.350320435,10.86480519,6.397974049,2.263034406,6.899054756,0.333423734,1.700439718,0.5360529,3.82984956,6.194165869,6.201241771,5.475733431,0.097610797,5.602290585,7.539081245,4.707082992,5.536674618,0.757023247,4.85847839,4.786596362,6.574404309,6.173926932,3.544732656,6.854245054,0.310340121,4.659924558,1.316145742,5.484138131,2.759155834,2.073820233,2.50589093,3.192194165,6.00966069,1.989139007,4.528571319,3.465974465,3.840966704,3.294253136,5.956289027,4.634593268,5.904724928,0.263034406,3.367371066,5.015247774,0.310340121,5.729824644,4.91981677,1.82374936,0.918386234,4.498250868,6.126807703,2.538538164,7.24916087,4.026800059,1.189033824,4.740387932,5.002252452,5.553667688,5.049630768,5.547819957,6.304328503,3.106013238,0.014355293,3.303050085,1.887525271,4.264536431,1.028569152,0.555816155,0.189033824,4.174725988,8.836776255,3.40599236,6.663344619,1.438292852
6.119563684,0.5360529,4.711494907,0.704871964,2.615887074,4.767125077,3.017921908,6.385085854,2.673556424,6.064581109,6.323910438,6.915998852,1.731183242,4.580748492,5.417177412,4.851499202,4.558267634,8.643531547,1.867896464,2.572889668,0.028569152,3.98550043,2.769771739,6.334139179,7.560179958,0.097610797,3.683696454,6.675957033,3.839959587,0.799087306,1.992768431,6.246408087,4.074676686,4.085764554,5.673556424,4.878725341,7.936637939,1.189033824,5.635464198,2.606442228,6.906169068,3.392317423,2.010779839,5.246027981,5.13093087,5.304511042,1.021479727,5.116447936,6.062855655,2.587364991,2.324810603,5.705701497,4.980482356,5.421896512,0,4.304511042,7.216163813,0.333423734,7.238022518,8.451582043,7.965207091,2.14404637,4.830863757,6.017031081,2.339137385,6.628627802,3.991861931,3.174725988,8.160224401,4.762348816,6.148730779,3.973611276,6.13996057,6.024807233,3.976363636,0.275007047,3.334854269,4.118525849,3.443606651,0.378511623,0.659924558,4.755421735,2.817623258,7.256633295,5.753551055,8.3928755,2.22342255
3.9202933,1.10433666,3.879705766,0.933572638,0.757023247,5.052241981,3.743084056,7.100136671,3.124328135,5.799346388,5.971773447,3.765534746,2.771885579,6.690696444,7.804905415,5.65621032,0.432959407,6.3172317,1.03562391,0.879705766,0,1.778208576,3.859969548,5.328405659,8.678283222,3.142413438,6.948600847,6.63197732,4.244887059,0.895302621,1.952333566,4.728464765,4.168321116,2.077242999,5.21916852,0.097610797,7.008316564,0,4.669593751,1.117695043,4.875780063,0.070389328,2.924099886,0.150559677,2.087462841,5.933808662,0.056583528,5.911931212,3.885574364,4.996388746,4.135863165,5.23878686,0.526068812,4.169123281,0.014355293,4.610581958,7.472162804,0.028569152,6.309794644,5.866166169,5.137093609,0.443606651,5.413120146,5.668175869,1.007195501,7.008764745,1.748461233,3.484138131,3.195347598,4.851499202,6.69668939,4.3652726,3.938285792,2.983677695,3.765534746,0.028569152,2.855989697,3.129283017,3.955126781,0.137503524,9.580899204,4.896271849,4.27351589,11.06703094,4.222650022,4.450881315,0.22650853
6.264161071,0.014355293,4.713145902,1.304511042,0.584962501,4.405311683,2.353323291,5.95373085,2.969012308,5.487357715,6.222263604,5.013015536,1.469885976,5.657925772,8.288543133,3.785550552,3.534808661,6.198101209,1.372952098,0.704871964,1.189033824,4.368069877,1.815575429,6.285772093,7.964283101,0.014355293,4.276496666,5.658497137,3.40599236,0.5360529,1.883620816,5.948133578,4.27351589,4.385431037,5.57167681,0.263034406,8.561287945,1.89917563,6.240505149,2.533563348,2.22342255,0.028569152,2.615887074,4.511594542,2.790772038,6.228241497,0,4.812498225,4.840966704,3.537296067,2.634593268,4.351204277,5.153400028,6.922673593,0,4.032982417,9.772215586,0.042644337,5.743084056,8.064149939,7.207892852,1.310340121,4.185073638,5.283551423,4.046141782,7.023588039,3.722466024,3.775050541,5.860962798,4.196921734,6.480911346,1.895302621,4.560103513,7.334049768,2.482848283,0,3.411426246,3.455491621,2.807354922,1.989139007,1.333423734,1.941106311,2.726831217,7.085445902,3.604071324,5.724377422,4.82527683
6.881419908,1.500802053,5.471837762,0.286881148,4.536674618,4.824767853,3.304511042,7.379811544,6.228626318,5.912170803,5.933100475,4.085764554,3.845991771,4.767125077,6.768713657,3.155425432,1.292781749,4.549669171,2.324810603,0.056583528,0,3.145677455,4.87282876,6.075532631,4.267535798,2.195347598,4.379898164,7.204668951,3.393690764,2.263034406,1.700439718,5.845239126,5.58345891,3.255500733,5.563463237,3.361768359,7.13627343,4.078951341,4.862451391,2.353323291,4.163498732,0.097610797,3.404630684,0.298658316,3.211012193,4.713145902,0.056583528,5.896514054,6.595145568,3.193771743,4.498250868,4.997292408,4.781359714,6.549361133,0,4.221877081,8.352970338,0.014355293,5.060047384,4.734438666,2.720278465,0.839959587,5.39609097,1.918386234,4.63343121,5.332707934,3.896271849,4.655351829,1.182692298,4.147306699,6.314515271,5.013908845,4.775577361,6.671717965,3.931683057,0.028569152,4.817111573,1.14404637,2.86393845,0.028569152,9.397909894,5.689858236,1.811471031,9.249279406,3.513490746,5.390598906,0.367371066
4.50589093,1.480265122,5.763411574,0.485426827,1.03562391,5.419201774,3.463360886,8.299116416,3.998195503,6.23878686,6.036942845,6.278542382,2.560714954,6.55228484,2.025028794,3.353323291,5.859472667,8.271603089,1.941106311,0.124328135,1.443606651,2.469885976,5.995258373,6.196725061,6.684257705,2.715893371,4.581953751,7.504858703,4.763411574,5.322649262,1.298658316,6.40599236,3.450221496,3.538538164,6.513964407,3.584962501,7.230452819,1.59454855,4.625270489,4.121015401,0.275007047,0.014355293,4.100136671,4.266036894,4.221103725,6.745371805,1.731183242,5.285772093,3.859969548,5.437294331,1.918386234,5.561020578,4.775050541,4.915520901,0.124328135,2.765534746,8.656389108,0.028569152,7.450386479,6.530601415,3.119356177,2.23878686,3.843983844,5.399854674,3.63343121,6.596935142,3.973611276,4.991861931,6.645442282,3.723558561,6.472325297,0.722466024,4.940636607,5.789207575,2.010779839,0.028569152,2.214124805,1.389566812,3.744161096,0.028569152,2.702657543,3.266036894,3.857980995,8.205744385,4.408032466,7.432040733,2.247927513
3.841973119,1.655351829,4.289096702,2.9202933,0.028569152,3.87774425,3.099295204,7.15157473,0.275007047,7.006410239,7.910432869,5.299391206,3.588564737,6.14547367,12.05937826,4.718087584,2.160274831,6.147103144,0.839959587,2.247927513,0.028569152,2.901108243,4.984133595,7.437127844,6.637059538,0.014355293,5.963011648,5.158660175,5.354028938,4.484138131,1.859969548,4.40053793,4.642701572,4.269781238,5.711770204,5.521364878,6.237831369,0.23878686,4.914086097,1.378511623,5.116447936,2.169925001,1.963474124,3.212569339,2.381283373,4.551516018,0,6.047669251,5.435628594,2.584962501,2.541019153,5.028127082,3.612352499,6.393004257,0.782408565,4.651338766,1.933572638,6.183288001,6.04701482,0.378511623,1.97819563,1.66448284,6.034083627,5.707082992,3.564378169,7.056475149,2.613531653,2.596935142,5.325530332,5.280213996,5.888256181,3.092545742,4.100136671,2.435628594,3.807354922,0.084064265,1.744161096,2.475084883,2.049630768,1.22650853,0.495695163,0.97819563,2.922197848,9.68816287,4.974988112,6.992994967,0.40053793
4.432291338,0.097610797,4.241077458,2.014355293,1.344828497,4.386121157,2.813524689,6.408202345,0.831877241,6.181897643,4.941575862,6.208478242,2.185866545,3.85698569,1.111031312,3.529820947,1.655351829,5.807612523,1.028569152,0.367371066,0,3.455491621,4.155425432,5.967168608,6.571069998,0.042644337,3.575312331,4.071247819,3.74092756,1.111031312,2.811471031,4.084064265,3.952333566,4.77925972,4.848497755,0.056583528,5.673273737,1.550900665,3.44625623,1.263034406,2.298658316,0.298658316,2.680324357,0.799087306,1.883620816,6.258330473,0.214124805,5.099295204,4.276496666,3.017921908,0.464668267,3.357552005,3.600507645,5.662775172,0,3.769771739,5.956753663,0.056583528,6.158862106,5.775313975,2.462052319,1.35614381,4.758622982,4.108524457,1.350497247,6.474111514,2.629939409,2.849999259,3.481557281,4.986865972,5.43629512,2.831877241,3.237257771,5.675533686,1.86393845,0.014355293,2.98550043,1.232660757,2.150559677,0.98550043,2.63691458,1.970853654,2.528571319,7.575539247,0.790772038,5.042644337,0.90303827
6.895060213,0.124328135,5.339850003,1.344828497,2.657640005,6.030556792,4.174725988,6.71781349,3.787641414,7.296090263,6.075746538,5.736875423,1.996388746,4.654779217,8.328315892,5.471512648,4.521678952,7.198101209,2.572889668,0.773996325,0.014355293,4.539158811,4.663344619,6.762481703,7.613089583,0.163498732,4.750606505,6.653346693,4.294988268,1.782408565,4.299391206,3.871843649,4.686500527,4.820178962,4.880195729,0.956056652,6.679620843,2.451540833,6.463360886,4.46662712,0.070389328,4.610581958,2.220329955,4.117695043,3.757023247,5.432625411,2.13422094,5.857483428,5.205157884,3.097610797,2.746312766,4.840463234,5.355791547,7.697801615,0.432959407,3.718087584,5.464341533,2.49057013,5.202025845,8.210622644,3.89917563,3.152183419,5.610877199,5.942514505,1.748461233,6.822857589,1.89917563,3.703765179,4.593353771,6.190812368,6.831623937,4.372255648,4.067810784,5.645009884,3.518535139,1.09085343,3.965322548,2.568032105,4.207111961,0.176322773,1.077242999,0.176322773,4.708739041,8.949330653,4.590961241,6.49217366,1.555816155
6.547819957,0.722466024,5.352617299,0.014355293,3.673556424,4.478324711,4.410748128,5.945092631,1.176322773,6.943100848,8.112126693,5.929080835,0.765534746,4.011674533,0.422233001,0.739848103,0.070389328,0.82374936,2.950468414,0.097610797,0,5.739308071,5.297558281,5.943452539,9.595630464,3.629939409,3.831877241,6.284106911,3.221877081,5.402926781,3.462052319,5.287250643,4.037382222,6.993334704,4.539779192,0.137503524,7.427187114,2.889473543,4.941575862,2.901108243,0.124328135,0,3.249445341,0.070389328,4.497612366,5.110613806,0.948600847,5.729824644,4.46727948,3.283921772,3.72900887,4.57167681,4.699329526,6.602142091,0.014355293,5.013015536,6.030777472,0,6.12722055,5.17990909,5.387500406,1.731183242,3.451540833,6.792725233,2.769771739,6.524502537,1.59454855,6.646882673,0.150559677,4.152183419,5.618825953,4.824767853,2.63691458,7.978481669,3.23572706,1.03562391,4.721919446,3.580145484,2.650764559,0.014355293,8.502911344,1.922197848,5.135452784,7.235056863,4.46727948,6.955824241,0.137503524
4.862451391,1.867896464,4.659353759,0.678071905,0.604071324,4.204766751,4.649615459,7.198199455,2.797012978,4.802710219,5.218393711,7.330289483,3.439623138,4.331991778,1.063502942,4.323370069,0.263034406,6.410069692,1.448900951,0.163498732,0.056583528,4.658782734,4.572283367,4.690417096,6.828961552,0.575312331,3.606442228,4.014355293,4.346956889,5.237257771,1.580145484,3.609991295,4.003602237,2.169925001,5.317593505,3.769771739,4.975446766,3.478971805,3.905928478,1.339137385,1.695993813,0.042644337,5.340562269,0.056583528,2.942983598,5.441616269,0.042644337,6.529040056,6.464504909,1.906890596,4.234961095,6.045049741,4.815063017,5.17951105,0.042644337,0.367371066,7.869871406,0.176322773,7.169123281,5.401220862,1.464668267,1.124328135,3.57167681,2.709290636,2.584962501,5.546277132,4.313971371,1.895302621,0.871843649,4.465321514,4.737686761,6.429783321,4.50589093,7.733286543,2.435628594,0.014355293,4.151371776,1.411426246,2.634593268,0.014355293,9.427899442,5.249824549,1.454175893,7.865547703,5.769507291,7.20261362,0.321928095
6.295906655,0.97819563,4.316145742,0.565597176,3.092545742,3.619413011,4.060047384,6.583007527,3.237257771,7.097189387,5.664198369,4.486070744,1.117695043,2.998195503,4.01346226,2.700439718,2.272023189,4.295723025,2.070389328,0.263034406,0.321928095,0.475084883,5.926473911,6.928370323,6.404630684,2.053111336,5.514753498,6.358431429,4.721372659,3.801158656,1.944858446,4.534808661,2.922197848,4.079804755,4.552131108,0.565597176,3.277984747,0.475084883,4.394376945,0.321928095,0.097610797,4.365972428,4.262282806,1.070389328,3.785550552,5.639232163,1.948600847,5.064796646,6.129076903,0.765534746,3.61117238,5.601399391,5.551823596,6.336104825,0.042644337,5.116447936,4.221103725,0.028569152,4.212569339,9.647764202,5.007644031,2.292781749,4.015247774,6.984133595,0.516015147,5.056149961,5.984133595,5.22342255,6.018589668,4.918863237,6.311430456,4.761817143,5.736334277,1.555816155,4.325530332,3.384049807,4.195347598,0.150559677,1.765534746,0.59454855,10.13686298,6.145677455,1.704871964,11.31565906,5.286141873,6.688879711,1.361768359
4.942983598,0.014355293,3.958842675,0.910732662,3.150559677,0.028569152,4.047887329,6.717128026,3.3305584,5.861707287,5.729280846,4.141596278,3.485426827,4.269781238,0.214124805,0.214124805,4.0721058,6.72628629,2.970853654,0.23878686,0.59454855,2.841973119,6.224966365,6.521364878,6.045486656,1.599317794,5.362469889,5.686500527,5.133810091,5.116863758,0.189033824,6.513332824,4.842476063,2.933572638,5.194953796,0.485426827,8.120445258,0.918386234,4.552745937,0.464668267,0.042644337,0.084064265,4.266036894,0.910732662,3.658782734,4.004501392,0.389566812,5.464014725,5.518535139,4.096767855,3.745237332,4.141596278,5.902556005,5.083638879,0.014355293,5.367021533,6.350143602,0,3.423578171,8.952799478,3.518535139,1.744161096,3.819668183,6.851998837,2.272023189,6.761418259,2.438292852,4.995032192,4.116863758,5.549361133,6.389910925,4.679761574,4.109360559,6.305423389,3.046141782,0.432959407,3.811471031,0.454175893,3.865918815,0,0.839959587,1.275007047,3.663344619,8.287158278,5.6923714,7.071140536,0.298658316
5.675251386,0.214124805,4.812498225,1.163498732,2.114367025,0.201633861,5.21218021,6.678776174,3.64038956,6.414642958,7.447661842,4.929317595,1.963474124,2.782408565,0.948600847,1.627606838,3.691534165,6.090218302,2.121015401,0.070389328,0,2.744161096,6.867402306,7.96358972,6.727920455,1.280956314,4.624100895,6.075104722,5.971083658,3.459431619,2.140778656,3.56315813,3.168321116,5.093813673,4.326968712,0.50589093,7.290479698,2.286881148,4.873813198,0.584962501,0.028569152,2.847996907,2.459431619,0.056583528,2.307428525,5.09592442,1.163498732,5.57167681,5.130107179,2.570462931,3.883620816,4.584962501,5.393690764,5.130107179,0.137503524,3.902073579,7.98458935,0.028569152,3.794935663,6.341096238,4.572283367,0.613531653,3.595742339,6.971773447,1.298658316,6.254367281,3.786596362,4.825785627,6.917073663,5.758089934,5.991861931,4.545968369,4.28169825,6.688180359,2.124328135,0.163498732,4.13996057,1.220329955,5.131754091,0.042644337,1.063502942,2.901108243,2.15704371,9.254981345,5.128458384,6.64038956,2.336283388
